Unnamed: 0,Reaction ID,Reaction (Long),Reaction (short),Reversible,Gene,Enzyme,Subsystem,TurnoverNumber
,R01074,ATP + Biotin = Diphosphate + Biotinyl-5'-AMP,C00002 + C00120 <=> C00013 + C05921,False,,6.2.1.11        6.3.4.9         6.3.4.10        6.3.4.11        ,rn00780,
,R01078,Dethiobiotin + Sulfur + 2 S-Adenosyl-L-methionine + 2 e- + 2 H+ =Biotin + 2 L-Methionine + 2 5'-Deoxyadenosine,C01909 + C00087 + 2 C00019 + 2 C05359 + 2 C00080 <=> C00120 + 2 C00073 + 2 C05198,True,NZ_AEYC01000023.1:146982..148055,2.8.1.6,rn00780,0.0000005
,R01087,Maleic acid = Fumarate,C01384 <=> C00122,True,,5.2.1.1,rn00650  rn00760,
,R01092,ATP + D-Galactose = ADP + alpha-D-Galactose 1-phosphate,C00002 + C00124 <=> C00008 + C00446,False,,2.7.1.6,rn00052  rn00520,0.2
,R01100,Lactose + H2O = D-Glucose + D-Galactose,C00243 + C00001 <=> C00031 + C00124,False,,3.2.1.23        3.2.1.108,not exist,
,R01101,Melibiose + H2O = D-Galactose + D-Glucose,C05402 + C00001 <=> C00124 + C00031,False,,3.2.1.22,rn00052,0.03
,R01103,Raffinose + H2O = D-Galactose + Sucrose,C00492 + C00001 <=> C00124 + C00089,False,,3.2.1.22,rn00052,0.89
,R01104,3-beta-D-Galactosyl-sn-glycerol + H2O = D-Galactose + Glycerol,C05401 + C00001 <=> C00124 + C00116,False,,3.2.1.22,rn00052,
,R01123,Isopentenyl diphosphate = Dimethylallyl diphosphate,C00129 <=> C00235,True,NZ_AEYC01000024.1:15651..16055,5.3.3.2,rn00900,0.000197
,R01157,Agmatine + H2O = Putrescine + Urea,C00179 + C00001 <=> C00134 + C00086,False,,3.5.3.11,rn00330,0.0075
,R01159,L-Histidine + S-Adenosyl-L-methionine = N(pi)-Methyl-L-histidine +S-Adenosyl-L-homocysteine,C00135 + C00019 <=> C01152 + C00021,False,NZ_AEYC01000001.1:169292..170101 or ksgA or NZ_AEYC01000021.1:21202..22068 or NZ_AEYC01000007.1:176966..177736,2.1.1.-,not exist,
,R01167,L-Histidine = 1H-Imidazole-4-ethanamine + CO2,C00135 <=> C00388 + C00011,False,,4.1.1.22        4.1.1.28,rn00340,
,R01168,L-Histidine = Urocanate + NH3,C00135 <=> C00785 + C00014,False,NZ_AEYC01000001.1:36766..38325,4.3.1.3,rn00340 rn00910,86
,R01175,Butanoyl-CoA + FAD = FADH2 + Crotonoyl-CoA,C00136 + C00016 <=> C01352 + C00877,False,,1.3.3.6         1.3.8.1         1.3.99.3        1.3.99.-,rn00071,
,R01177,Acetyl-CoA + Butanoyl-CoA = CoA + 3-Oxohexanoyl-CoA,C00024 + C00136 <=> C00010 + C05269,True,complement(NZ_AEYC01000088.1:423760..424932) or complement(NZ_AEYC01000088.1:106778..107956) or NZ_AEYC01000076.1:69490..69840 or complement(NZ_AEYC01000072.1:37204..38487) or complement(NZ_AEYC01000066.1:38264..38869) or NZ_AEYC01000063.1:141962..143170 or NZ_AEYC01000018.1:27183..28394 or NZ_AEYC01000017.1:17231..18451 or complement(NZ_AEYC01000001.1:440887..441744) or NZ_AEYC01000001.1:220457..221695 or NZ_AEYC01000001.1:123218..124432,2.3.1.9         2.3.1.16,rn00062  rn00071,
,R01183,"myo-Inositol + NAD+ = 2,4,6/3,5-Pentahydroxycyclohexanone + NADH +H+",C00137 + C00003 <=> C00691 + C00004 + C00080,True,,1.1.1.18,rn00521 rn00562,0.23
,R01185,Inositol 1-phosphate + H2O = myo-Inositol + Orthophosphate,C01177 + C00001 <=> C00137 + C00009,False,,3.1.3.25,rn00562,
,R01186,myo-Inositol 4-phosphate + H2O = myo-Inositol + Orthophosphate,C03546 + C00001 <=> C00137 + C00009,False,,3.1.3.25,rn00562,
,R01187,1D-myo-Inositol 3-phosphate + H2O = myo-Inositol + Orthophosphate,C04006 + C00001 <=> C00137 + C00009,False,,3.1.3.25,rn00521 rn00562,
,R01194,alpha-D-Galactosyl-(1->3)-1D-myo-inositol + H2O = myo-Inositol +D-Galactose,C01235 + C00001 <=> C00137 + C00124,False,,3.2.1.22,rn00052,
,R01209,"2,3-Dihydroxy-3-methylbutanoate = 3-Methyl-2-oxobutanoic acid +H2O",C04039 <=> C00141 + C00001,True,complement(NZ_AEYC01000001.1:280402..282246) or NZ_AEYC01000023.1:47115..48809 or NZ_AEYC01000021.1:57863..59557 or complement(NZ_AEYC01000020.1:121967..123667),4.2.1.9,rn00770,0.31
,R01216,2-Dehydropantoate = 3-Methyl-2-oxobutanoic acid + Formaldehyde,C00966 <=> C00141 + C00067,True,,2.1.2.11        4.1.2.12,not exist,
,R01220,"5,10-Methylenetetrahydrofolate + NADP+ =5,10-Methenyltetrahydrofolate + NADPH",C00143 + C00006 <=> C00445 + C00005,True,,1.5.1.5,rn00670,3.2
,R01221,"Glycine + Tetrahydrofolate + NAD+ = 5,10-Methylenetetrahydrofolate+ NH3 + CO2 + NADH + H+",C00037 + C00101 + C00003 <=> C00143 + C00014 + C00011 + C00004 +C00080,False,NZ_AEYC01000006.1:19712..22606 or (NZ_AEYC01000023.1:41338..41667 or NZ_AEYC01000019.1:16163..17533) or gvcT,1.4.4.2         1.8.1.4         2.1.2.10,rn00260 rn00910 rn00670,
,R01224,"5,10-Methylenetetrahydrofolate+ NADPH + H+ = 5-Methyltetrahydrofolate + NADP+",C00143 + C00005 + C00080 <=> C00440 + C00006,False,,1.5.1.20,rn00670 rn00680,
,R01226,"5,10-Methylenetetrahydrofolate + 3-Methyl-2-oxobutanoic acid + H2O= Tetrahydrofolate + 2-Dehydropantoate",C00143 + C00141 + C00001 <=> C00101 + C00966,False,,2.1.2.11,rn00770,0.78
,R01243,Aryl sulfate + H2O = Phenol + Sulfate,C00850 + C00001 <=> C15584 + C00059,False,,3.1.6.1,not exist,
,R01255,L-Proline = D-Proline,C00148 <=> C00763,True,,5.1.1.4,rn00330,0.092
,R01268,Nicotinamide + H2O = Nicotinate + NH3,C00153 + C00001 <=> C00253 + C00014,False,,3.5.1.19,rn00760,0.0005
,R01273,N-Ribosylnicotinamide + H2O = Nicotinamide + D-Ribose,C03150 + C00001 <=> C00153 + C00121,False,,3.2.2.1,rn00760,
,R01274,Palmitoyl-CoA + H2O = CoA + Hexadecanoic acid,C00154 + C00001 <=> C00010 + C00249,False,,3.1.2.2         3.1.2.22,rn00062  rn01040,
,R01279,Palmitoyl-CoA + FAD = trans-Hexadec-2-enoyl-CoA + FADH2,C00154 + C00016 <=> C05272 + C01352,False,,1.3.3.6         1.3.99.3        1.3.99.13       1.3.99.-,rn00071,
,R01280,ATP + Hexadecanoic acid + CoA = AMP + Palmitoyl-CoA + Diphosphate,C00002 + C00249 + C00010 <=> C00020 + C00154 + C00013,False,,6.2.1.3,rn00071,0.003
,R01285,Cystathionine + H2O = L-Homocysteine + NH3 + Pyruvate,C00542 + C00001 <=> C00155 + C00014 + C00022,False,,4.4.1.8,rn00910 rn00920,
,R01288,O-Succinyl-L-homoserine + Hydrogen sulfide = L-Homocysteine +Succinate,C01118 + C00283 <=> C00155 + C00042,False,,2.5.1.48        2.5.1.-,rn00270,
,R01289,Cystathionine + H2O = L-Serine + L-Homocysteine,C00542 + C00001 <=> C00065 + C00155,False,,4.2.1.22,not exist,
,R01293,4-Hydroxybenzaldehyde + NAD+ + H2O = 4-Hydroxybenzoate + NADH + H+,C00633 + C00003 + C00001 <=> C00156 + C00004 + C00080,True,,1.2.1.28        1.2.1.64,rn00623  rn00627,
,R01298,"4-Hydroxybenzoate + Oxygen + NADPH + H+ = 3,4-Dihydroxybenzoate +NADP+ + H2O",C00156 + C00007 + C00005 + C00080 <=> C00230 + C00006 + C00001,False,complement(NZ_AEYC01000006.1:175272..176441),1.14.13.2       1.14.13.33,rn00362,
,R01329,Epimelibiose + H2O = D-Mannose + D-Galactose,C05400 + C00001 <=> C00159 + C00124,False,,3.2.1.22,rn00052,
,R01334,2-Phosphoglycolate + H2O = Glycolate + Orthophosphate,C00988 + C00001 <=> C00160 + C00009,False,,3.1.3.18,rn00630,0.031
,R01353,ATP + Propanoate = ADP + Propanoyl phosphate,C00002 + C00163 <=> C00008 + C02876,False,,2.7.2.1         2.7.2.15,rn00640,
,R01354,ATP + Propanoate = Diphosphate + Propionyladenylate,C00002 + C00163 <=> C00013 + C05983,False,NZ_AEYC01000066.1:96373..98328 or complement(NZ_AEYC01000030.1:89420..91402),6.2.1.1         6.2.1.17,rn00640,
,R01357,ATP + Acetoacetate + CoA = AMP + Diphosphate + Acetoacetyl-CoA,C00002 + C00164 + C00010 <=> C00020 + C00013 + C00332,False,NZ_AEYC01000089.1:63369..65351,6.2.1.16,rn00650,6.43
,R01360,Acetyl-CoA + Acetoacetate = (S)-3-Hydroxy-3-methylglutaryl-CoA,C00024 + C00164 <=> C00356,False,,4.1.3.4,rn00072  rn00280  rn00650,
,R01361,(R)-3-Hydroxybutanoate + NAD+ = Acetoacetate + NADH + H+,C01089 + C00003 <=> C00164 + C00004 + C00080,True,,1.1.1.30,rn00072  rn00650,13
,R01364,4-Fumarylacetoacetate + H2O = Acetoacetate + Fumarate,C01061 + C00001 <=> C00164 + C00122,False,,3.7.1.2,rn00350  rn00643,0.1
,R01366,Acetoacetate = Acetone + CO2,C00164 <=> C00207 + C00011,False,complement(NZ_AEYC01000023.1:340533..340802),4.1.1.4,rn00072  rn00640,30
,R01372,Phenylpyruvate + Oxygen = 2-Hydroxyphenylacetate + CO2,C00166 + C00007 <=> C05852 + C00011,False,,1.13.11.27,not exist,
,R01394,Hydroxypyruvate = 2-Hydroxy-3-oxopropanoate,C00168 <=> C01146,False,,5.3.1.22,rn00630,
,R01411,5-Methylcytosine + H2O = Thymine + NH3,C02376 + C00001 <=> C00178 + C00014,False,,3.5.4.1,rn00240,
,R01419,Benzaldehyde + NAD+ + H2O = Benzoate + NADH + H+,C00261 + C00003 + C00001 <=> C00180 + C00004 + C00080,True,,1.2.1.28,rn00623  rn00627,0.31
,R01421,Benzoyl phosphate + H2O = Benzoate + Orthophosphate,C06206 + C00001 <=> C00180 + C00009,False,,3.6.1.7,rn00627,93.5
,R01424,Hippurate + H2O = Benzoate + Glycine,C01586 + C00001 <=> C00180 + C00037,True,,3.5.1.32,rn00360,1.4
,R01459,Cholesterol + Oxygen = Cholest-4-en-3-one + H2O2,C00187 + C00007 <=> C00599 + C00027,False,,1.1.3.6,rn00100,0.0014
,R01465,L-Threonine + NAD+ = L-2-Amino-3-oxobutanoic acid + NADH + H+,C00188 + C00003 <=> C03508 + C00004 + C00080,False,tdh,1.1.1.103,rn00260,0.07
,R01470,sn-glycero-3-Phosphoethanolamine + H2O = Ethanolamine +sn-Glycerol 3-phosphate,C01233 + C00001 <=> C00189 + C00093,True,,3.1.4.2         3.1.4.46,rn00564,
,R01482,D-Glucuronate = D-Fructuronate,C00191 <=> C00905,True,,5.3.1.12,rn00040,0.6
,R01488,Aromatic primary alcohol + NADP+ = Aromatic aldehyde + NADPH + H+,C03485 + C00006 <=> C00193 + C00005 + C00080,True,,1.1.1.91,not exist,0.00003
,R01492,ATP + Cob(I)alamin = Triphosphate + Cobamide coenzyme,C00002 + C00853 <=> C00536 + C00194,False,NZ_AEYC01000002.1:5979..6593,2.5.1.17,rn00860,-999
,R01504,"ATP + 2,3-Dihydroxybenzoate = Diphosphate +(2,3-Dihydroxybenzoyl)adenylate",C00002 + C00196 <=> C00013 + C04030,False,,2.7.7.58,not exist,
,R01505,"(2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate + NAD+ =2,3-Dihydroxybenzoate + NADH + H+",C04171 + C00003 <=> C00196 + C00004 + C00080,True,,1.3.1.28,rn01053,25.3
,R01515,3-Phospho-D-glyceroyl phosphate + H2O = 3-Phospho-D-glycerate +Orthophosphate,C00236 + C00001 <=> C00197 + C00009,False,,3.6.1.7,not exist,
,R01542,"2-Dehydro-3-deoxy-D-gluconate + NAD+ =(4S)-4,6-Dihydroxy-2,5-dioxohexanoate + NADH + H+",C00204 + C00003 <=> C04349 + C00004 + C00080,True,,1.1.1.125       1.1.1.127,rn00040,
,R01548,dATP + Cytidine = dADP + CMP,C00131 + C00475 <=> C00206 + C00055,False,,2.7.1.48,rn00240,0.0028
,R01549,dATP + Uridine = dADP + UMP,C00131 + C00299 <=> C00206 + C00105,False,,2.7.1.48,rn00240,0.00118
,R01560,Adenosine + H2O = Inosine + NH3,C00212 + C00001 <=> C00294 + C00014,False,NZ_AEYC01000094.1:52661..53104 or complement(NZ_AEYC01000094.1:14369..15457),3.5.4.4,rn00230,0.005
,R01569,dTMP + H2O = Thymidine + Orthophosphate,C00364 + C00001 <=> C00214 + C00009,False,,3.1.3.5         3.1.3.35,rn00240,
,R01570,Thymine + 2-Deoxy-D-ribose1-phosphate = Thymidine + Orthophosphate,C00178 + C00672 <=> C00214 + C00009,False,deoA,2.4.2.4,rn00240,
,R01613,p-Coumaroyl-CoA + 3 Malonyl-CoA = Naringenin chalcone + 4 CoA + 3CO2,C00223 + 3 C00083 <=> C06561 + 4 C00010 + 3 C00011,False,,2.3.1.74,rn00941,0.038
,R01631,"3,4-Dihydroxybenzoate + Oxygen = 3-Carboxy-cis,cis-muconate",C00230 + C00007 <=> C01163,False,,1.13.11.3,rn00362  rn00624,0.007
,R01639,ATP + D-Xylulose = ADP + D-Xylulose 5-phosphate,C00002 + C00310 <=> C00008 + C00231,False,,2.7.1.17,rn00040,0.0038
,R01647,"Succinate semialdehyde + Pyruvate = 2,4-Dihydroxyhept-2-enedioate",C00232 + C00022 <=> C06201,True,,4.1.2.-,rn00350,
,R01648,4-Aminobutanoate + 2-Oxoglutarate = Succinate semialdehyde +L-Glutamate,C00334 + C00026 <=> C00232 + C00025,True,,2.6.1.19,rn00250  rn00650,0.00023
,R01654,ATP + 10-Formyltetrahydrofolate + L-Glutamate = ADP +Orthophosphate + 10-Formyltetrahydrofolyl L-glutamate,C00002 + C00234 + C00025 <=> C00008 + C00009 + C05928,False,,6.3.2.12        6.3.2.17,rn00790,
,R01655,"5,10-Methenyltetrahydrofolate + H2O = 10-Formyltetrahydrofolate +H+",C00445 + C00001 <=> C00234 + C00080,True,,3.5.4.9,rn00670,0.01
,R01658,Dimethylallyl diphosphate + Isopentenyl diphosphate = Diphosphate+ Geranyl diphosphate,C00235 + C00129 <=> C00013 + C00341,False,,2.5.1.1,rn00900,0.085
,R01662,"3-Phospho-D-glyceroyl phosphate = 2,3-Bisphospho-D-glycerate",C00236 <=> C01159,True,,5.4.2.1         5.4.2.4,rn00010,
,R01664,dCMP + H2O = Deoxycytidine + Orthophosphate,C00239 + C00001 <=> C00881 + C00009,False,,3.1.3.5,rn00240,
,R01676,Guanine + H2O = Xanthine + NH3,C00242 + C00001 <=> C00385 + C00014,False,,3.5.4.3,rn00230,0.13
,R01686,Taurine + L-Arginine = Taurocyamine + L-Ornithine,C00245 + C00062 <=> C01959 + C00077,True,,2.1.4.1,rn00430,875
,R01698,Dihydrolipoamide + NAD+ = Lipoamide + NADH + H+,C00579 + C00003 <=> C00248 + C00004 + C00080,True,NZ_AEYC01000023.1:41338..41667 or NZ_AEYC01000019.1:16163..17533,1.8.1.4,not exist,0.012
,R01716,Chorismate + L-Glutamine = 4-Amino-4-deoxychorismate + L-Glutamate,C00251 + C00064 <=> C11355 + C00025,True,NZ_AEYC01000096.1:74697..76004,2.6.1.85,rn00790,0.000098
,R01717,Chorismate = Isochorismate,C00251 <=> C00885,True,NZ_AEYC01000006.1:7218..8462,5.4.4.2,rn00130  rn01053,0.031
,R01724,Nicotinate + 5-Phospho-alpha-D-ribose 1-diphosphate = Nicotinate D-ribonucleotide + Diphosphate,C00253 + C00119 <=> C01185 + C00013,False,complement(NZ_AEYC01000064.1:10872..12188),2.4.2.11,rn00760,
,R01745,D-Glycerate + NAD+ = 2-Hydroxy-3-oxopropanoate + NADH + H+,C00258 + C00003 <=> C01146 + C00004 + C00080,True,,1.1.1.60,rn00630,
,R01751,"(R,R)-Tartaric acid = D-Glycerate + CO2",C00898 <=> C00258 + C00011,False,,4.1.1.73,not exist,
,R01752,D-Glyceraldehyde + NAD+ + H2O = D-Glycerate + NADH + H+,C00577 + C00003 + C00001 <=> C00258 + C00004 + C00080,True,,1.2.1.3,not exist,0.0667
,R01764,alpha-Oxo-benzeneacetic acid = Benzaldehyde + CO2,C02137 <=> C00261 + C00011,False,,4.1.1.7,rn00627,
,R01768,Hypoxanthine + NAD+ + H2O = Xanthine + NADH + H+,C00262 + C00003 + C00001 <=> C00385 + C00004 + C00080,True,,1.17.1.4,rn00230,0.33
,R01818,D-Mannose 6-phosphate = D-Mannose 1-phosphate,C00275 <=> C00636,True,,5.4.2.8,rn00051 rn00520,
,R01837,"3beta-Hydroxyandrost-5-en-17-one + NAD+ = Androst-4-ene-3,17-dione+ NADH + H+",C01227 + C00003 <=> C00280 + C00004 + C00080,True,,1.1.1.145       5.3.3.1,rn00140,
,R01856,dGTP + H2O = Deoxyguanosine + Triphosphate,C00286 + C00001 <=> C00330 + C00536,False,,3.1.5.1,rn00230,4000
,R01859,ATP + Propanoyl-CoA + HCO3- = ADP + Orthophosphate +(S)-Methylmalonyl-CoA,C00002 + C00100 + C00288 <=> C00008 + C00009 + C00683,False,,6.4.1.3,rn00280  rn00630  rn00640  rn00720,2
,R01878,Cytidine + H2O = Uridine + NH3,C00475 + C00001 <=> C00299 + C00014,False,,3.5.4.5,rn00240,0.13
,R01880,dGTP + Uridine = dGDP + UMP,C00286 + C00299 <=> C00361 + C00105,False,,2.7.1.48,rn00240,0.00118
,R01884,Creatinine + H2O = Creatine,C00791 + C00001 <=> C00300,True,,3.5.2.10,rn00330,1.5
,R01902,ATP + L-Xylulose = ADP + L-Xylulose 1-phosphate,C00002 + C00312 <=> C00008 + C06441,False,,2.7.1.5,rn00040,
,R01906,L-Xylulose = L-Lyxose,C00312 <=> C01508,True,,5.3.1.-,rn00040,
,R01920,S-Adenosylmethioninamine + Putrescine = 5'-Methylthioadenosine +Spermidine,C01137 + C00134 <=> C00170 + C00315,False,NZ_AEYC01000033.1:588..2312,2.5.1.16,rn00270 rn00330 rn00480,0.012
,R01931,Thiosulfate + Cyanide = Sulfite + Thiocyanate,C00320 + C00177 <=> C00094 + C01755,True,,2.8.1.1,not exist,2.8
,R01933,2-Oxoadipate + CoA + NAD+ = Glutaryl-CoA + CO2 + NADH + H+,C00322 + C00010 + C00003 <=> C00527 + C00011 + C00004 + C00080,False,NZ_AEYC01000023.1:41338..41667 or NZ_AEYC01000019.1:16163..17533,1.2.4.2         1.8.1.4         2.3.1.61,rn00380,
,R01942,S-Adenosyl-L-methionine + Caffeoyl-CoA = S-Adenosyl-L-homocysteine+ Feruloyl-CoA,C00019 + C00323 <=> C00021 + C00406,False,,2.1.1.104,rn00036  rn00940  rn00941  rn00945,0.049
,R01968,dGMP + H2O = Deoxyguanosine + Orthophosphate,C00362 + C00001 <=> C00330 + C00009,False,,3.1.3.5,rn00230,
,R01969,Deoxyguanosine + Orthophosphate = Guanine + 2-Deoxy-D-ribose1-phosphate,C00330 + C00009 <=> C00242 + C00672,True,deoA,2.4.2.1         2.4.2.4,rn00230,
,R01975,(S)-3-Hydroxybutanoyl-CoA + NAD+ = Acetoacetyl-CoA + NADH + H+,C01144 + C00003 <=> C00332 + C00004 + C00080,False,,1.1.1.35,rn00071  rn00310  rn00380  rn00650  rn00720,15
,R01978,Acetyl-CoA + H2O +Acetoacetyl-CoA = (S)-3-Hydroxy-3-methylglutaryl-CoA + CoA,C00024 + C00001 + C00332 <=> C00356 + C00010,False,,2.3.3.10,rn00072  rn00280  rn00650  rn00900,0.0017
,R01983,D-Galacturonate = D-Tagaturonate,C00333 <=> C00558,True,,5.3.1.12,rn00040,2.4
,R01986,4-Aminobutanal + NADP+ + H2O = 4-Aminobutanoate + NADPH + H+,C00555 + C00006 + C00001 <=> C00334 + C00005 + C00080,False,,1.2.1.3,rn00330,1.63
,R01989,L-Arginine + 4-Aminobutanoate = L-Ornithine + 4-Guanidinobutanoate,C00062 + C00334 <=> C00077 + C01035,True,,2.1.4.1,rn00330,875
,R02003,"Geranyl diphosphate + Isopentenyl diphosphate = Diphosphate +trans,trans-Farnesyl diphosphate",C00341 + C00129 <=> C00013 + C00448,False,,2.5.1.10,rn00900,0.2
,R02047,3-Hydroxy-2-methylpropanoate + NAD+ = 2-Methyl-3-oxopropanoate +NADH + H+,C01188 + C00003 <=> C00349 + C00004 + C00080,True,,1.1.1.31,not exist,3.43
,R02059,N-Acetyl-D-glucosamine 6-phosphate + H2O = D-Glucosamine6-phosphate + Acetate,C00357 + C00001 <=> C00352 + C00033,False,,3.5.1.25,rn00520,0.02
,R02061,"trans,trans-Farnesyl diphosphate + Isopentenyl diphosphate =Diphosphate + Geranylgeranyl diphosphate",C00448 + C00129 <=> C00013 + C00353,False,,2.5.1.29,rn00900,0.204
,R02065,2 Geranylgeranyl diphosphate = Diphosphate + Prephytoenediphosphate,2 C00353 <=> C00013 + C03427,True,,2.5.1.32,not exist,
,R02080,"3,4-Dihydroxy-L-phenylalanine = Dopamine + CO2",C00355 <=> C03758 + C00011,False,,4.1.1.25        4.1.1.28,rn00350  rn00950  rn00965,
,R02088,dAMP + H2O = Deoxyadenosine + Orthophosphate,C00360 + C00001 <=> C00559 + C00009,False,,3.1.3.5,rn00230,
,R02091,dGTP + Cytidine = dGDP + CMP,C00286 + C00475 <=> C00361 + C00055,False,,2.7.1.48,rn00240,0.0028
,R02096,dTTP + Cytidine = dTDP + CMP,C00459 + C00475 <=> C00363 + C00055,False,,2.7.1.48,rn00240,0.0028
,R02097,dTTP + Uridine = dTDP + UMP,C00459 + C00299 <=> C00363 + C00105,False,,2.7.1.48,rn00240,0.00118
,R02102,dUMP + H2O = Deoxyuridine + Orthophosphate,C00365 + C00001 <=> C00526 + C00009,False,,3.1.3.5,rn00240,
,R02103,Xanthine + NAD+ + H2O = Urate + NADH + H+,C00385 + C00003 + C00001 <=> C00366 + C00004 + C00080,True,,1.17.1.4,rn00230,0.4
,R02106,Urate + Oxygen + H2O = 5-Hydroxyisourate + H2O2,C00366 + C00007 + C00001 <=> C11821 + C00027,False,,1.7.3.3,rn00230,3.01
,R02124,Retinol + NAD+ = Retinal + NADH + H+,C00473 + C00003 <=> C00376 + C00004 + C00080,True,,1.1.1.1         1.1.1.105,not exist,
,R02133,Thiamine + H2O = 4-Amino-5-hydroxymethyl-2-methylpyrimidine +5-(2-Hydroxyethyl)-4-methylthiazole + H+,C00378 + C00001 <=> C01279 + C04294 + C00080,False,,3.5.99.2,rn00730,0.0017
,R02173,Tryptamine + H2O + Oxygen = Indole-3-acetaldehyde + NH3 + H2O2,C00398 + C00001 + C00007 <=> C00637 + C00014 + C00027,False,,1.4.3.4         1.4.3.22,rn00380,
,R02216,Pregnenolone + NAD+ = Progesterone + NADH + H+,C01953 + C00003 <=> C00410 + C00004 + C00080,True,,1.1.1.145       5.3.3.1,rn00140,
,R02222,Stearoyl-CoA + 2 NADPH + Oxygen + 2 H+ = Oleoyl-CoA +2 NADP+ + 2 H2O,C00412 + 2 C00005 + C00007 + 2 C00080 <=> C00510 + 2 C00006 + 2 C00001,False,,1.14.19.1,rn01040,0.35
,R02231,Cyclohexanone + Oxygen + NADPH + H+ = 6-Hexanolide + NADP+ + H2O,C00414 + C00007 + C00005 + C00080 <=> C01880 + C00006 + C00001,False,,1.14.13.22,rn00930,0.24
,R02237,ATP + Dihydropteroate + L-Glutamate = ADP + Orthophosphate +Dihydrofolate,C00002 + C00921 + C00025 <=> C00008 + C00009 + C00415,False,,6.3.2.12        6.3.2.17,rn00790,
,R02262,L-Fuculose 1-phosphate = Glycerone phosphate + (S)-Lactaldehyde,C01099 <=> C00111 + C00424,True,,4.1.2.17,rn00051,0.4
,R02269,"5,6-Dihydrouracil + H2O = 3-Ureidopropionate",C00429 + C00001 <=> C02642,True,,3.5.2.2,rn00240  rn00410  rn00770,
,R02272,5-Aminolevulinate = (S)-4-Amino-5-oxopentanoate,C00430 <=> C03741,True,,5.4.3.8,rn00860,
,R02279,"5-Dehydro-4-deoxy-D-glucarate = 2,5-Dioxopentanoate + H2O + CO2",C00679 <=> C00433 + C00001 + C00011,False,complement(NZ_AEYC01000084.1:109034..109960) or NZ_AEYC01000023.1:282670..282888 or complement(NZ_AEYC01000021.1:34508..35395),4.2.1.41,rn00053,1.7
,R02288,4-Imidazolone-5-propanoate + H2O = N-Formimino-L-glutamate,C03680 + C00001 <=> C00439,True,NZ_AEYC01000001.1:42651..43808,3.5.2.7,rn00340,
,R02294,N-Ribosylnicotinamide + Orthophosphate = Nicotinamide +alpha-D-Ribose 1-phosphate,C03150 + C00009 <=> C00153 + C00620,True,,2.4.2.1,rn00760,
,R02295,Nicotinate D-ribonucleoside + Orthophosphate = Nicotinate +alpha-D-Ribose 1-phosphate + H+,C05841 + C00009 <=> C00253 + C00620 + C00080,True,,2.4.2.1,rn00760,
,R02300,"5,10-Methenyltetrahydrofolate + H2O = 5-Formyltetrahydrofolate",C00445 + C00001 <=> C03479,False,gvcT,2.1.2.10,rn00670,
,R02301,"ATP + 5-Formyltetrahydrofolate + H+ = ADP + Orthophosphate +5,10-Methenyltetrahydrofolate",C00002 + C03479 + C00080 <=> C00008 + C00009 + C00445,False,,6.3.3.2,rn00670,0.99
,R02323,Nicotinamide D-ribonucleotide + H2O = N-Ribosylnicotinamide +Orthophosphate,C00455 + C00001 <=> C03150 + C00009,False,,3.1.3.5,rn00760,
,R02327,dCTP + Uridine = dCDP + UMP,C00458 + C00299 <=> C00705 + C00105,False,,2.7.1.48,rn00240,0.00118
,R02328,dTTP + D-Glucose 1-phosphate = Diphosphate + dTDP-glucose,C00459 + C00103 <=> C00013 + C00842,False,,2.7.7.24,rn00521 rn00523,0.37
,R02332,dUTP + Uridine = dUDP + UMP,C00460 + C00299 <=> C01346 + C00105,False,,2.7.1.48,rn00240,0.00118
,R02354,Estrone + H+ + Oxygen + NADH = 2-Hydroxyestrone + NAD+ + H2O,C00468 + C00080 + C00007 + C00004 <=> C05298 + C00003 + C00001,False,,1.14.14.1,rn00140,
,R02355,Estrone + H+ + Oxygen + NADPH = 2-Hydroxyestrone + NADP+ + H2O,C00468 + C00080 + C00007 + C00005 <=> C05298 + C00006 + C00001,False,,1.14.14.1,rn00140,
,R02356,Estrone + H+ + Oxygen + NADPH = 16alpha-Hydroxyestrone + NADP+ +H2O,C00468 + C00080 + C00007 + C00005 <=> C05300 + C00006 + C00001,False,,1.14.14.1,rn00140,
,R02371,dCTP + Cytidine = dCDP + CMP,C00458 + C00475 <=> C00705 + C00055,False,,2.7.1.48,rn00240,0.0028
,R02372,dUTP + Cytidine = dUDP + CMP,C00460 + C00475 <=> C01346 + C00055,False,,2.7.1.48,rn00240,0.0028
,R02377,Propane-1-ol + NAD+ = Propanal + NADH + H+,C05979 + C00003 <=> C00479 + C00004 + C00080,True,,1.1.1.202,rn00561,9.7
